CodigoExterno,Nombre,Descripcion,Categoria,Estado,Vigencia,Tipo,Organismo,TipoEntidad,Region,Comuna,MontoEstimado,Moneda,FechaPublicacion,FechaCierre,AnioCierre,MesCierreNum,MesCierre,DiasParaCierre,NumeroOferentes,CantidadItems,FuenteFinanciamiento,CantidadReclamos,MontoAdjudicado,ProveedorAdjudicado
1000-11-LE26,Sum. de barreras y otros elementos complementarios,"Necesario para dar cumplimiento a labores de Conservación y Administración Directa de la Provincia de Biobío, Región del Biobío.","Equipos y suministros de defensa, orden público, protección y seguridad",Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Ministerio,Región del Biobío ,Los Angeles,,CLP,2026-06-01T16:23:38.957,2026-06-11T15:10:00,2026.0,6.0,Jun,1,,1.0,Fondo sectorial,459.0,,
1000-12-LP26,Sum. material pétreo Comunas los Ángeles y Laja.,"Para obras de recebo de carpetas granulares del programa de trabajo o para emergencias de caminos de las provincias de Arauco, Biobío y Concepción.","Productos derivados de minerales, plantas y animales",Publicada,Vigente,Licitación Pública Mayor 1000 UTM,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Ministerio,Región del Biobío ,Los Angeles,,CLP,2026-06-10T16:42:20.357,2026-06-30T15:10:00,2026.0,6.0,Jun,20,,1.0,Fondo sectorial,459.0,,
1002-37-LP26,Convenio Suministro Emulsión asfáltica,"DESTINADO A LA CONSERVACION DE LA RED VIAL, REGION DE LOS LAGOS","Artículos para estructuras, obras y construcciones",Publicada,Vigente,Licitación Pública Mayor 1000 UTM,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Ministerio,Región de los Lagos ,,,CLP,2026-06-01T11:37:52.043,2026-06-12T15:00:00,2026.0,6.0,Jun,2,,2.0,,459.0,,
1002588-67-LE26,Servicio de Producción de salidas pedagógicas,Servicio de producción de salidas pedagógicas para estudiantes de la Escuela Tambillos del Servicio Local de Educación Pública Puerto Cordillera.,"Servicios profesionales, administrativos y consultorías de gestión empresarial",Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,SERVICIO LOCAL DE EDUCACION DE PUERTO CORDILLERA,Servicio público,Región de Coquimbo ,Coquimbo,17000000.0,CLP,2026-06-02T13:43:09.447,2026-06-12T15:00:00,2026.0,6.0,Jun,2,,1.0,SEP,377.0,,
1002588-68-LE26,Servicio alojamiento alumnos Colegio Pablo Neruda,Servicio de Alojamiento para alumnos del Colegio Pablo Neruda dependiente del Servicio Local de Educación Pública Puerto Cordillera por salida pedagógica a la Ciudad de Santiago de Chile.,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,SERVICIO LOCAL DE EDUCACION DE PUERTO CORDILLERA,Servicio público,Región de Coquimbo ,Coquimbo,12000000.0,CLP,2026-06-03T11:58:55.557,2026-06-15T15:00:00,2026.0,6.0,Jun,5,,1.0,SEP,377.0,,
1002772-40-LR26,SUMINISTRO DE AGUJAS E INSUMOS PARA BIOPSIA,"Las presentes Bases constituyen el instrumento guía destinado a celebrar un CONVENIO DE SUMINISTRO DE AGUJAS E INSUMOS PARA BIOPSIA CON EQUIPO EN COMODATO PARA HOSPITAL DR. FÉLIX BULNES CERDA, en adelante Hospital, éstas, establecen los fines, condiciones y requisitos que deberán ser cumplidos por los oferentes, en todas y cada una de las partes que conformen su oferta, además de regular el todo el proceso licitatorio hasta la suscripción del correspondiente contrato.",Equipamiento y suministros médicos,Publicada,Vigente,LR,SERVICIO SALUD OCCIDENTE HOSPITAL DR FELIX BULNES CERDA,Hospital,Región Metropolitana de Santiago,,,CLP,2026-05-18T15:29:59.737,2026-06-17T16:30:00,2026.0,6.0,Jun,7,,5.0,,2815.0,,
1002772-43-LP26,SUMINISTRO DE CITOSCOPIO FLEXIBLE DIGITAL COMODATO,"Las presentes Bases constituyen el instrumento guía destinado a celebrar un CONVENIO DE SUMINISTRO DE CITOSCOPIO FLEXIBLE DIGITAL DESECHABLE CON EQUIPO EN COMODATO PARA EL HOSPITAL DR. FÉLIX BULNES CERDA, en adelante Hospital, éstas, establecen los fines, condiciones y requisitos que deberán ser cumplidos por los oferentes, en todas y cada una de las partes que conformen su oferta, además de regular el todo el proceso licitatorio hasta la suscripción del correspondiente contrato.",Equipamiento y suministros médicos,Publicada,Vigente,Licitación Pública Mayor 1000 UTM,SERVICIO SALUD OCCIDENTE HOSPITAL DR FELIX BULNES CERDA,Hospital,Región Metropolitana de Santiago,,,CLP,2026-05-25T09:44:00,2026-06-15T16:00:00,2026.0,6.0,Jun,5,,1.0,,2815.0,,
1002772-50-LP26,SUMINISTRO DE ROPA QUIRÚRGICA ESTÉRIL,"Artículo 6°: Las presentes Bases constituyen el instrumento guía destinado a celebrar un CONVENIO DE SUMINISTRO DE ROPA QUIRÚRGICA ESTÉRIL PARA EL SERVICIO DE TRAUMATOLOGIA DEL HOSPITAL DR. FÉLIX BULNES CERDA, en adelante Hospital, éstas, establecen los fines, condiciones y requisitos que deberán ser cumplidos por los oferentes, en todas y cada una de las partes que conformen su oferta, además de regular el todo el proceso licitatorio hasta la suscripción del correspondiente contrato.",Equipamiento y suministros médicos,Publicada,Vigente,Licitación Pública Mayor 1000 UTM,SERVICIO SALUD OCCIDENTE HOSPITAL DR FELIX BULNES CERDA,Hospital,Región Metropolitana de Santiago,,,CLP,2026-06-01T12:23:00,2026-06-25T15:30:00,2026.0,6.0,Jun,15,,5.0,HOSPITAL DR. FÉLIX BULNES CERDA ,2815.0,,
1002772-51-LP26,SUMINISTRO TÉCNICA PCR EN T.R EN B.R COMODATO,"Las presentes Bases constituyen el instrumento guía destinado a celebrar un CONVENIO DE SUMINISTRO DE TÉCNICA PCR EN TIEMPO REAL EN BIOPSIA REAL CON EQUIPO EN COMODATO PARA EL HOSPITAL DR. FÉLIX BULNES CERDA, en adelante Hospital, éstas, establecen los fines, condiciones y requisitos que deberán ser cumplidos por los oferentes, en todas y cada una de las partes que conformen su oferta, además de regular el todo el proceso licitatorio hasta la suscripción del correspondiente contrato.",Equipamiento para laboratorios,Publicada,Vigente,Licitación Pública Mayor 1000 UTM,SERVICIO SALUD OCCIDENTE HOSPITAL DR FELIX BULNES CERDA,Hospital,Región Metropolitana de Santiago,,,CLP,2026-06-03T11:32:14.187,2026-06-17T16:30:00,2026.0,6.0,Jun,7,,6.0,,2815.0,,
1002772-52-LP26,SUMINISTRO DE DRENAJE PLANO CON RESERVORIO,"Las presentes Bases constituyen el instrumento guía destinado a celebrar un CONVENIO DE SUMINISTRO DE DRENAJE PLANO CON RESERVORIO PARA NEUROCIRUGÍA DEL PARA EL HOSPITAL DR. FÉLIX BULNES CERDA, en adelante Hospital, éstas, establecen los fines, condiciones y requisitos que deberán ser cumplidos por los oferentes, en todas y cada una de las partes que conformen su oferta, además de regular el todo el proceso licitatorio hasta la suscripción del correspondiente contrato.",Equipamiento y suministros médicos,Publicada,Vigente,Licitación Pública Mayor 1000 UTM,SERVICIO SALUD OCCIDENTE HOSPITAL DR FELIX BULNES CERDA,Hospital,Región Metropolitana de Santiago,,,CLP,2026-06-04T15:35:03.343,2026-06-18T16:00:00,2026.0,6.0,Jun,8,,2.0,,2815.0,,
1002772-53-LP26,SUMINISTRO DE DETERGENTES ALCALINOS CON COMODATO,"Las presentes Bases constituyen el instrumento guía destinado a celebrar un CONVENIO DE SUMINISTRO DE DETERGENTES ALCALINOS Y ENZIMÁTICOS PARA LAVADO MANUAL Y TERMODESINFECCIÓN CON EQUIPO EN COMODATO PARA EL HOSPITAL DR. FÉLIX BULNES CERDA, en adelante Hospital, éstas, establecen los fines, condiciones y requisitos que deberán ser cumplidos por los oferentes, en todas y cada una de las partes que conformen su oferta, además de regular el todo el proceso licitatorio hasta la suscripción del correspondiente contrato.",Equipamiento y suministros médicos,Publicada,Vigente,Licitación Pública Mayor 1000 UTM,SERVICIO SALUD OCCIDENTE HOSPITAL DR FELIX BULNES CERDA,Hospital,Región Metropolitana de Santiago,,,CLP,2026-06-05T10:57:53.663,2026-06-19T16:00:00,2026.0,6.0,Jun,9,,2.0,,2815.0,,
1002772-54-LP26,SUMINISTRO LAPIZ ELECTROBISTURI Y ELECTRODOS,"Las presentes Bases constituyen el instrumento guía destinado a celebrar un CONVENIO DE SUMINISTRO DE LÁPIZ ELECTROBISTURÍ Y ELECTRODOS PARA EL HOSPITAL DR. FÉLIX BULNES CERDA, en adelante Hospital, éstas, establecen los fines, condiciones y requisitos que deberán ser cumplidos por los oferentes, en todas y cada una de las partes que conformen su oferta, además de regular el todo el proceso licitatorio hasta la suscripción del correspondiente contrato.",Equipamiento y suministros médicos,Publicada,Vigente,Licitación Pública Mayor 1000 UTM,SERVICIO SALUD OCCIDENTE HOSPITAL DR FELIX BULNES CERDA,Hospital,Región Metropolitana de Santiago,,,CLP,2026-06-05T11:55:27.903,2026-06-19T16:00:00,2026.0,6.0,Jun,9,,3.0,,2815.0,,
1002772-55-LP26,SUMINISTRO DE SISTEMA DE INCONTINENCIA FECAL,"Las presentes Bases constituyen el instrumento guía destinado a celebrar un CONVENIO DE SUMINISTRO DE SISTEMA DE INCONTINENCIA FECAL PARA EL HOSPITAL DR. FÉLIX BULNES CERDA, en adelante Hospital, éstas, establecen los fines, condiciones y requisitos que deberán ser cumplidos por los oferentes, en todas y cada una de las partes que conformen su oferta, además de regular el todo el proceso licitatorio hasta la suscripción del correspondiente contrato.",Equipamiento y suministros médicos,Publicada,Vigente,Licitación Pública Mayor 1000 UTM,SERVICIO SALUD OCCIDENTE HOSPITAL DR FELIX BULNES CERDA,Hospital,Región Metropolitana de Santiago,,,CLP,2026-06-05T14:12:39.917,2026-06-19T16:00:00,2026.0,6.0,Jun,9,,2.0,,2815.0,,
1002772-56-LP26,SUMINISTROS MEDICOS DE ONCOGINECOLOGIA DE PUNCION,"Las presentes Bases constituyen el instrumento guía destinado a celebrar un CONVENIO DE SUMINISTRO DE SUMINISTROS MÉDICOS DE ONCOLOGÍA GINECOLÓGICA DE PUNCIÓN Y ELECTROCOAGULACIÓN PARA EL HOSPITAL DR. FÉLIX BULNES CERDA, en adelante Hospital, éstas, establecen los fines, condiciones y requisitos que deberán ser cumplidos por los oferentes, en todas y cada una de las partes que conformen su oferta, además de regular el todo el proceso licitatorio hasta la suscripción del correspondiente contrato.",Equipamiento y suministros médicos,Publicada,Vigente,Licitación Pública Mayor 1000 UTM,SERVICIO SALUD OCCIDENTE HOSPITAL DR FELIX BULNES CERDA,Hospital,Región Metropolitana de Santiago,,,CLP,2026-06-08T11:23:22.02,2026-06-22T16:00:00,2026.0,6.0,Jun,12,,10.0,,2815.0,,
1002772-57-LP26,SUMINISTRO INSTALACION LINEA ARTERIAL PEDIATRICA,"Las presentes Bases constituyen el instrumento guía destinado a celebrar un CONVENIO DE SUMINISTRO DE INSTALACIÓN LINEA ARTERIAL PEDIÁTRICA DISTINTAS MEDIDAS PARA EL HOSPITAL DR. FÉLIX BULNES CERDA, en adelante Hospital, éstas, establecen los fines, condiciones y requisitos que deberán ser cumplidos por los oferentes, en todas y cada una de las partes que conformen su oferta, además de regular el todo el proceso licitatorio hasta la suscripción del correspondiente contrato.",Equipamiento y suministros médicos,Publicada,Vigente,Licitación Pública Mayor 1000 UTM,SERVICIO SALUD OCCIDENTE HOSPITAL DR FELIX BULNES CERDA,Hospital,Región Metropolitana de Santiago,,,CLP,2026-06-08T11:51:18.627,2026-06-22T16:00:00,2026.0,6.0,Jun,12,,2.0,,2815.0,,
1002772-58-LR26,INSUMOS PARA CIRUGÍA PEDIÁTRICA EN CONSIGNACIÓN,"Artículo 6°: Las presentes Bases constituyen el instrumento guía destinado a celebrar un CONVENIO DE SUMINISTRO DE INSUMOS PARA CIRUGÍA PEDIÁTRICA EN CONSIGNACIÓN CON INSTRUMENTAL EN COMODATO PARA EL HOSPITAL DR. FÉLIX BULNES CERDA, en adelante Hospital, éstas, establecen los fines, condiciones y requisitos que deberán ser cumplidos por los oferentes, en todas y cada una de las partes que conformen su oferta, además de regular el todo el proceso licitatorio hasta la suscripción del correspondiente contrato.",Equipamiento y suministros médicos,Publicada,Vigente,LR,SERVICIO SALUD OCCIDENTE HOSPITAL DR FELIX BULNES CERDA,Hospital,Región Metropolitana de Santiago,,,CLP,2026-06-09T08:52:15.38,2026-07-09T12:30:00,2026.0,7.0,Jul,29,,6.0,HOSPITAL DR. FÉLIX BULNES CERDA ,2815.0,,
1002772-59-LR26,SUMINISTRO DE CATETERES PARA HEMODIALISIS,"Las presentes Bases constituyen el instrumento guía destinado a celebrar un CONVENIO DE SUMINISTRO DE CATÉTERES PARA HEMODIÁLISIS CON EQUIPO EN COMODATO PARA EL HOSPITAL DR. FÉLIX BULNES CERDA, en adelante Hospital, éstas, establecen los fines, condiciones y requisitos que deberán ser cumplidos por los oferentes, en todas y cada una de las partes que conformen su oferta, además de regular el todo el proceso licitatorio hasta la suscripción del correspondiente contrato",Equipamiento y suministros médicos,Publicada,Vigente,LR,SERVICIO SALUD OCCIDENTE HOSPITAL DR FELIX BULNES CERDA,Hospital,Región Metropolitana de Santiago,,,CLP,2026-06-09T09:56:38.757,2026-07-09T16:00:00,2026.0,7.0,Jul,29,,11.0,,2815.0,,
1004-28-CO26,TRASLADO DE MAQUINARIA PESADA CHILE CHICO,"servicios eventuales de Traslado de maquinaria, equipos y otros, con el objeto de apoyar en la ejecución de operaciones de conservación por Administración Directa en la comuna de Chile Chico, de la Oficina Provincial Vialidad Coyhaique.","Servicios de transporte, almacenaje y correo",Publicada,Vigente,Licitación Privada entre 100 y 1000 UTM,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Ministerio,Región Aysén del General Carlos Ibáñez del Campo,Coyhaique,,CLP,2026-06-10T13:18:29.75,2026-06-22T16:45:00,2026.0,6.0,Jun,12,,3.0,22-08-007 ,459.0,,
1004823-8-LE26,EQUIPAMIENTO ESPECIALIZADO PARA LABORATORIO VOCACIONAL DE ENFERMERÍA – PROYECTO CRC23101,"Adquirir e implementar un conjunto de materiales, insumos y equipamientos especializados que permitan habilitar un laboratorio vocacional didáctico Orientado a la carrera de TNS en Enfermería con enfoque de aprendizaje más servicio, en la Escuela de Gestión, Desarrollo y Tecnología Digital del CFT Región de Coquimbo, sede Ariztía en Ovalle.
",Equipamiento y suministros médicos,Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,CENTRO DE FORMACION TECNICA DE LA REGION DE COQUIMBO,Otros organismos,Región de Coquimbo ,Ovalle,,CLP,2026-06-02T12:16:49.443,2026-06-16T09:00:00,2026.0,6.0,Jun,6,,1.0,4.1,42.0,,
1005-10-LP26,CONTRATACIÓN  SERVICIO ARRIENDO MAQUINARIAS Y CAMIONES  DIRECCIÓN DE VIALIDAD - PROVINCIA DE AYSÉN,"La Oficina Provincial Aysén , requiere la contratación el servicio de 
arriendo de maquinaria pesada y camiones tolva, para abordar urgencias, imprevistos y/o apoyos a las faenas 
de conservación por administración Directa, de la Oficina Provincial Aysén. ",Maquinaria para construcción y edificación,Publicada,Vigente,Licitación Pública Mayor 1000 UTM,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Ministerio,Región Aysén del General Carlos Ibáñez del Campo,Aysén,,CLP,2026-06-09T14:12:03.253,2026-06-19T16:01:00,2026.0,6.0,Jun,9,,1.0,31.02.004,459.0,,
1005-12-LE26,Adquisición de sal para deshielo de calzadas de la red vial administrada por la Dirección de Vialidad Provincia de Aysén.,"Contrato de suministro de sal para deshielo, para operaciones invernales de la Administración Directa de la Oficina Provincial
Vialidad Aysén.",Productos químicos industriales,Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Ministerio,Región Aysén del General Carlos Ibáñez del Campo,Aysén,,CLP,2026-06-08T10:15:20.517,2026-06-15T15:01:00,2026.0,6.0,Jun,5,,2.0,31.02.004,459.0,,
1006-15-LE26,ADQUISICIÓN DE ELEMENTOS DE PROTECCIÓN PERSONAL PARA FUNCIONARIOS DE LA DIRECCION DE VIALIDAD REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,"ADQUISICIÓN DE ELEMENTOS DE PROTECCIÓN PERSONAL, PARA FUNCIONARIOS DE LA DIRECCION DE VIALIDAD, REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA","Equipos y suministros de defensa, orden público, protección y seguridad",Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Ministerio,Región de Magallanes y de la Antártica,Punta Arenas,28968297.0,CLP,2026-06-08T09:46:46.697,2026-06-17T15:00:00,2026.0,6.0,Jun,7,,3.0,427774,459.0,,
1017312-7-LR26,SERVICIO DE RESONANCIA MAGNÉTICA EN LA PROVINCIA DE CONCEPCIÓN,"brindar el Servicio de Resonancia Magnética; y considerando que los establecimientos comprendidos en el Sistema de Salud de las Fuerzas Armadas, así como los organismos públicos, no se encuentran en condiciones de otorgar dicha atención en la zona, resulta imprescindible formalizar un convenio de prestación de servicios con un prestador privado, a fin de garantizar la derivación y correcta atención de los pacientes bajo la cobertura del Sistema de Salud Naval. ","Salud, servicios sanitarios y alimentación",Publicada,Vigente,LR,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,Defensa,Región del Biobío ,,398000000.0,CLP,2026-05-04T16:15:00,2026-06-23T15:30:00,2026.0,6.0,Jun,13,,1.0,Fondo Financiero Sistema Salud Naval,2553.0,,
1019-48-LE26,Molinetes Gurley 622 o Equivalente,"El objetivo general de esta licitación pública es la adquisición de molinetes gurley o equivalentes, de acuerdo con las disposiciones que se especifican en las presentes Bases Técnicas y Administrativas.",Equipamiento para laboratorios,Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Ministerio,Región Metropolitana de Santiago,Santiago,30000000.0,CLP,2026-06-05T13:04:03.96,2026-06-19T15:09:00,2026.0,6.0,Jun,9,,1.0,2905002 Programa N°02 Administración de Infraestru,114.0,,
1019-49-LE26,ADQ DE EQUIPO MÓVIL PARA CONTEO DE COLIFORMES,"ADQUISICIÓN DE EQUIPO MÓVIL PARA CONTEO DE COLIFORMES TOTALES Y FECALES Y E. COLI
Equipo móvil para conteo de Coliformes totales, E. Coli y Coliformes fecales; método enzimático
El objetivo general de esta licitación pública es la “ADQUISICIÓN DE EQUIPO MÓVIL PARA CONTEO DE COLIFORMES TOTALES Y FECALES Y E. COLI”, el cual resulta indispensable para las labores a realizar en campañas de terreno de la red de calidad de aguas.",Equipamiento para laboratorios,Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Ministerio,Región Metropolitana de Santiago,Santiago,35000000.0,CLP,2026-06-05T14:48:52.027,2026-06-19T16:00:00,2026.0,6.0,Jun,9,,1.0,31 02 006 Código BIP 40049132-0,114.0,,
1020-22-LP26,SAAS WEB APPLICATION FIREWALL WAF DE TECNOLOGÍA RADWARE PLAN COMPLETE,"La Subsecretaría de Obras Públicas (en adelante, SOP), requiere la Contratación de la Suscripción de Software como Servicio (SaaS) Web Application Firewall (WAF) de Tecnología Radware (Plan Complete) para el Ministerio de Obras Públicas, que permita proteger las publicaciones de sitios y aplicaciones web de ataques maliciosos conocidos y desconocidos, y de la pérdida de datos confidenciales de las plataformas asociadas.

Esta contratación, se efectuará a través de licitación pública, que será publicada en Sistema de Compras y Contratación Pública: www.mercadopublico.cl (en adelante, el Portal), y de acuerdo a lo establecido en las Bases Administrativas (en adelante, BA), Bases Técnicas (en adelante, BT), Formularios, Respuestas a las preguntas, Aclaraciones y/o Modificaciones, si las hubieren.
","Tecnologías de la información, telecomunicaciones y radiodifusión",Publicada,Vigente,Licitación Pública Mayor 1000 UTM,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Ministerio,Región Metropolitana de Santiago,,180000000.0,CLP,2026-03-10T15:44:00,2026-06-12T15:00:00,2026.0,6.0,Jun,2,,1.0,,156.0,,
1020-26-LP26,Servicio Desinstalación e Instalación 2 ascensores,"Las presentes Bases Técnicas tienen por finalidad establecer las condiciones mínimas para la desinstalación, suministro, instalación, puesta en marcha, certificación y mantención preventiva y correctiva, y Repuestos de dos ascensores nuevos destinados al traslado de pasajeros, los cuales se ubicarán en el Edificio Central del Ministerio de Obras Públicas MOP, en el pasillo de acceso posterior.",Equipamiento para manejo y estiba de materiales,Publicada,Vigente,Licitación Pública Mayor 1000 UTM,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Ministerio,Región Metropolitana de Santiago,,277000000.0,CLP,2026-04-09T17:48:00,2026-06-23T15:01:00,2026.0,6.0,Jun,13,,1.0,,156.0,,
1020-28-LP26,Serv Enlace de Datos para Acceso Dedicado Internet,"Facilitar el acceso a contenidos y servicios de Internet, tanto nacional como internacional. Esto incluye, pero no se limita a, correo electrónico, publicación y acceso a repositorios documentales y aplicaciones en internet, sitios web, acceso a plataformas web, y servicios de videoconferencias.","Servicios basados en ingeniería, ciencias sociales y tecnología de la información",Publicada,Vigente,Licitación Pública Mayor 1000 UTM,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Ministerio,Región Metropolitana de Santiago,,136000000.0,CLP,2026-05-20T14:36:00,2026-06-24T15:00:00,2026.0,6.0,Jun,14,,1.0,,156.0,,
1021609-17-LP26,SUMINISTRO DE INSTRUMENTAL QUIRURGICO E INSUMOS DE ESPECIALIDAD TRAUMATOLOGIA EXTREMIDAD SUPUERIOR DEL HOSPITAL DE RENGO.,"El Hospital de Rengo, como establecimiento de salud requiere la adquisición de suministro de insumos traumatológicos, para prótesis artroscopias de extremidad superior, con el fin de resolver cirugías de dicha área, de aquellos pacientes que lo requieran y se ejecuten en el establecimiento, de esta forma entregar una atención eficiente, eficaz y oportuna a los usuarios.","Salud, servicios sanitarios y alimentación",Publicada,Vigente,Licitación Pública Mayor 1000 UTM,SERVICIO DE SALUD HOSPITAL DE RENGO,Servicio de Salud,Región del Libertador General Bernardo O´Higgins,,,CLP,2026-06-03T11:55:13.96,2026-06-23T13:23:00,2026.0,6.0,Jun,13,,1.0,Certificado de Disponibilidad Presupuestaria,929.0,,
1021609-18-LE26,TINTAS Y TONER PARA IMPRESORAS,"Que, la presente licitación tiene por objeto la adquisición de tintas y tóner para las distintas impresoras utilizadas en las unidades clínicas, administrativas y de apoyo del Hospital Ricardo Valenzuela Sáez de Rengo, con la finalidad de mantener el adecuado abastecimiento institucional y asegurar la continuidad de las labores asistenciales, administrativas y de gestión documental del establecimiento.","Equipos, accesorios y suministros de oficina",Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,SERVICIO DE SALUD HOSPITAL DE RENGO,Servicio de Salud,Región del Libertador General Bernardo O´Higgins,Rengo,70000000.0,CLP,2026-06-03T12:41:37.047,2026-06-15T15:00:00,2026.0,6.0,Jun,5,,23.0,CDP,929.0,,
1024-22-LP26,SERV. MANT. REPARA. Y SUM. VEHICULOS PESADOS DRVT,"La Dirección de Vialidad Región de Tarapacá, invita a presentar propuestas a la Licitación Pública, para la contratación de los “Servicios de mantenimiento, reparación y suministro de repuestos para la flota de vehículos pesados, parte de la dotación de la Dirección de Vialidad Región de Tarapacá”; con el objetivo de efectuar los trabajos necesarios para mantener operativas y en óptimas condiciones, la flota individualizada en el numeral 9.32.2, de las presentes Bases de Licitación.","Servicios profesionales, administrativos y consultorías de gestión empresarial",Publicada,Vigente,Licitación Pública Mayor 1000 UTM,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Ministerio,Región de Tarapacá  ,Iquique,,CLP,2026-06-02T11:00:34.02,2026-06-12T16:00:00,2026.0,6.0,Jun,2,,1.0,Sectorial ,459.0,,
1024-23-LP26,ADQUISICIÓN MATERIAL GRANULAR RUTA A-715 DRV TARAP,"La Dirección de Vialidad de Tarapacá, requiere adquirir el Suministro de Material Granular, y su consecuente traslado y disposición en el camino público A-715, que es de tuición de la Dirección de Vialidad, Región de Tarapacá; lo anterior, para ejecutar la operación denominada 7.306.04A02 RECEBO DE CAPAS DE RODADURAS GRANULARES CON PROVISIÓN DE MATERIAL EXTERNO, en obras de conservación por parte de su Administración Directa. La Dirección Regional debe ejecutar las obras del programa de conservación y reparación de los caminos de la red vial, realizadas bajo la modalidad de Administración Directa en la Región de Tarapacá, comprometidas en el protocolo de metas anuales; por lo que la adquisición del suministro requerido, se torna indispensable para lograr la conectividad vial en nuestra región.",Maquinaria para construcción y edificación,Publicada,Vigente,Licitación Pública Mayor 1000 UTM,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Ministerio,Región de Tarapacá  ,Iquique,,CLP,2026-06-08T09:39:29.757,2026-06-18T15:00:00,2026.0,6.0,Jun,8,,1.0,Sectorial ,459.0,,
1024-26-LE26,SERV. ARRIENDO EQUIPO DEMARCACIÓN PAVIMENTO DRVT,"La Provincia del Tamarugal requiere contratar el servicio de arriendo de un equipo demarcador de pavimentos como complemento a las labores desarrolladas por la Administración Directa de la Dirección de Vialidad, Región de Tarapacá, con el objeto de dar continuidad a la ejecución del programa de demarcación vial correspondiente al Programa CAD del año 2026. Lo anterior se fundamenta en el Informe Técnico emitido por el Sub Departamento de Maquinaria, el cual da cuenta de que el camión demarcador institucional, destinado a estas labores, presenta una condición de indisponibilidad operativa, asociada a reiteradas fallas mecánicas, limitaciones técnicas derivadas de su antigüedad y dificultades para efectuar diagnósticos y reparaciones definitivas, con tiempos de recuperación inciertos.",Maquinaria para construcción y edificación,Publicada,Vigente,Licitación Pública Entre 100 y 1000 UTM,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Ministerio,Región de Tarapacá  ,Iquique,,CLP,2026-06-10T10:46:09.883,2026-06-17T16:00:00,2026.0,6.0,Jun,7,,1.0,Sectorial ,459.0,,
1024-27-LP26,SER. TRANSPORTE PERSONAL FAENA DRVT,"La Dirección de Vialidad de la Región de Tarapacá, cuenta con funcionarios que deben realizar sus funciones en distintas faenas apartadas del radio urbano, siendo necesario el traslado desde las dependencias a sus domicilios, y viceversa, ubicados tanto en la ciudad de Iquique como en la Comuna de Alto Hospicio y Comuna de Pozo Almonte; con el objeto de dar continuidad operativa a los trabajos realizados por los funcionarios de faenas de la Plaza de Pesaje Huara, perteneciente al Departamento de Conservación y Administración Directa de la Dirección de Vialidad de la Región de Tarapacá.","Servicios de transporte, almacenaje y correo",Publicada,Vigente,Licitación Pública Mayor 1000 UTM,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Ministerio,Región de Tarapacá  ,Iquique,,CLP,2026-06-09T10:36:00,2026-06-19T16:00:00,2026.0,6.0,Jun,9,,1.0,Sectorial ,459.0,,
1026-11-LP26,Servicio de Camiones Tolvas,"Que, mediante solicitud de compras, el Jefe de Conservación Provincial, solicita la contratación del Servicio de Transporte de material granular en camiones tolva, para el apoyo de las operaciones que se ejecutan por Administración Directa, en la provincia de Chañaral.",Servicios de construcción y mantenimiento,Publicada,Vigente,Licitación Pública Mayor 1000 UTM,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Ministerio,Región de Atacama ,Chañaral,,CLP,2026-06-09T15:03:59.077,2026-06-30T17:24:00,2026.0,6.0,Jun,20,,1.0, 31 02- 004   40070119-0 programa  CAD 234,459.0,,
